,Tweets,cluster
551,point time i'm leaning ru rational decision withdraw time kherson successfully continue offensive winter possibly gain upper hand think wise important decision ru,1
552,think realized able kind offensives west dnipro deemed costly try instead withdraw units reconstitute combat potential use,1
553,ua breakthrough ru lines ruaf managed stop afu sending reinforcements days,1
554,point ruaf successfully restored gloc nk dam temporary bridges thin stayed kherson year,1
555,time afu attempted ground assaults south north kherson region mixed results unsuccessful success northern proved difficult supply ruaf,1
556,afu stepped effort attack ruaf gloc kherson region especially bridges barges having initial success surprising ru logistics ruaf quickly adapted barges different launch locations,1
557,late summer early fall ukraine managed recaptured large parts kharkiv region result attrition low morale severe personnel shortage ruaf unable defend kharkiv region,1
558,time ukraine accumulated equipment trained troops starting strike ru logistic targets himars time ruaf decided vdv units plus eastern central military district away kharkiv region,1
559,ukraine spend summer training building offensive potential units defending frontline minimal resources multiple reports frontlines having resources,1
560,ruaf offensive month offensive operations like wear equipment personnel local ammunition stocks continuing pace attacks month unknown variables,1
561,ruaf slowly advancing bakhmut avdiivka reports ruaf having reserves lines i'm sure believe,1
562,image shows difference ru forward lines dashed orange march th red march th,1
563,afu repulsed attacks area krasnohorivka kamyanka avdiivka vodyane sjeverne berdychi pervomaiske marinka,1
564,pic blue arrows indicate direction shooting red circles indicate target,1
565,pic yellow line estimated ru progress march th,1
566,impressive geolocation shows ua forces firing ru forces,1
567,gives indication ru advances southern bakhmut airplane area center images tweet,1
568,afu repulsed attacks area bakhmut orikhovovasylivka hryhorivka bohdanivka ivanivske,1
569,afu repulsed attacks area novoselivske kreminna dibrova verkhnokamyanske spirne lot movement direction point,1
570,it's natural cycle units lose combat capabilities rotate units start progress,1
571,afu repulsed attacks area kamianka avdiivka pervomaiske nevelske marinka,1
572,photojournalists taken bakhmut city chasiv yar,1
573,reason unclear guess lot options comes mind,1
574,afu repulsed attacks area orihovovasylivka bakhmut ivanovske hryhorivka klishchivka,1
575,afu repulsed attacks area hryanikyvka kreminna kuzmyne verkhnokamianske spirne,1
576,thread brought gopnik brigade,1
577,short thread noticed change yesterday,1
578,interesting article ukraines struggle uphill battle away soviet style army,1
579,it's territory it's force depletion moment don't think it's looking favorable ukraine feeling confidence higher command soldiers ground getting lower,1
580,afu repulsed attacks area marinka vuhledar geolocated video indicates ru advance northern area mar'inka marked orange,1
581,situation avdiivka gotten worse afu lately likely assets relocated defense bakhmut orange line indicate estimated ru lines days ago,1
582,afu repulsed attacks area stepove kamyanka avdiivka severne netaylove pervomaiske nevelske attack stepove direction confirmation krashnohorivka captured ruaf,1
583,weeks fighting ruaf managed captured farms zaliznyans'ke,1
584,afu repulsed attacks area orikhovovasylivka bohdanivka bakhmut ivanivske hryhorivka afu managed slow ru offensive standstill ruaf making small gains,1
585,afu repulsed attacks area kreminna kuzmyne bilohorivka verkhnokamyanske spirne significant movement south kreminna weeks,1
586,afu repulsed attack area hryanykivka continued activity ruaf area weeks it's likely ruaf trying remove afu bridge head kupyansk,1
587,kamianka avdiivka severna pervomaiske nevelske netaylove,1
588,continued ru advances avdiivka area ru progress area increasing suspect target ru advances,1
589,main thing day bakhmut ruaf managed advance azom industrial area took selfie building zelensky visited months ago,1
590,afu repulsed attacks area berestove vasyukivka minkivka orihovovasylivka dubovovasylivka yagidne khromovm bakhmut hryhorivka ivanivske,1
591,afu repulsed attacks area nevske chervopopivka kreminna dibrova bilohorivka,1
592,despite large ru efforts push afu away kreminna afu hold ground,1
593,afu repulsed attacks area dvorichna hryanikyvka,1
594,ruaf increased activity area weeks think seen,1
595,interesting programmed blow trigger,1
596,compare ru lines today th ruaf progress sw ne city,1
597,afu repulsed attacks area kamianka avdiivka vodyane severne pervomaiske maryinka pobieda ruaf attacking north vodyane south west krashnohorivka deepstate claim ruaf captured krashnohorivka i've seen wrong,1
598,comparing older ru lines bakhmut slow steady progress ruaf north city fight south city stationary,1
599,afu repulsed attacks area vasyukivka min'kivka orikhovovasylivka hryhorivka ivanivske chasiv yar bakhmut continued expansion ru frontline nw city,1
600,nevske chervonpopivka kreminna dibrova serebryansk forestry bilogorivka verkhnyokamianske,1
601,afu repulsed attacks area dvorichna hryanikyvka masyutivka,1
602,ru forces increasing activity area goal likely remove ua bridgehead kupyansk,1
603,thread brought buy vladimir woodthooth,1
604,tactic matter opponent left,1
605,sure follow miss updates,1
606,sums told buddy yermak decided politicians,1
607,soon russians road khromovo bakhmut gradually begin transform fortress large mass grave point keeping silent things bothering months maybe treason,1
608,syrsky plan clever understood,1
609,syrsky plan cleaver understood,1
610,afu repulsed attacks area maryinka pobyeda novomykhailivka vuhledar ruaf stop attacking vuhledar,1
611,ruaf focusing enveloping avdiivka n sw believe effort south ruaf moved units th motorized rifle regiment th separate motorized rifle brigade avdiivka area,1
612,afu repulsed attacks area krasnohorivka kamianka avdiivka vodyane severne pervomaiske nevelske,1
613,blows gasket roads plotted minute,1
614,image feel like image recommend block don't care,1
615,closer look bakhmut supply roads shows viable routes mind roads dirt tracks fields best,1
616,heavy battles reported ivanivske airplane azom metal processing plant,1
617,orange dashed line represent estimated ru forwards positions days ago ruaf advanced slightly nw direction,1
618,afu repulsed attacks area zaliznyans'ke orikhovovasylivka dubovovasylivka bakhmut ivanivske,1
619,thread brought russian hobbit,1
620,seeing lot combined arms maneuvering ukraine right,1
621,ua nd brigade making sure vuhledar safe,1
622,afu repulsed attacks area marinka novomykhailivka,1
623,ruaf continue attack vuhledar,1
624,reason avdiivka ua control static fortified defenses underestimate underestimate ru fortification lines,1
625,ruaf progress weeks direction think it's likely focus bakhmut ruaf ua defenses area shelled years it's amazing hold,1
626,afu repulsed attacks area oleksandropil kamianka severne vodyane pervomaiske maryinka nevelske novomykhailivka crybar claim ru forces captured vesele,1
627,geolocated positions bakhmut area,1
628,ruaf progress eastern southern bakhmut week afu likely withdrawn east bakhmutovka river ru progress noticed air plane area,1
